author_part,title,pub_year,n_authors,raw_citation,paper_id
"Schoemaker MJ, Ellington T, Nichols HB, Wright LB, Jones ME, O'Brien KM, Weinberg CR, …, Sandler DP, Swerdlow AJ; Premenopausal Breast Cancer Collaborative Group","Central and peripheral adiposity and premenopausal breast cancer risk: a pooled analysis of 440,179 women",2025,8,"Schoemaker MJ, Ellington T, Nichols HB, Wright LB, Jones ME, O'Brien KM, Weinberg CR, …, Sandler DP, Swerdlow AJ; Premenopausal Breast Cancer Collaborative Group. Central and peripheral adiposity and premenopausal breast cancer risk: a pooled analysis of 440,179 women . Breast Cancer Research. 2025 Apr 15;27(1):55.",sister_43
"Tekle H, Sandler DP, Ogunsina K, O'Brien KM",The independent and joint associations of hysterectomy and uterine fibroids or endometriosis with ovarian cancer incidence: results from a US-based cohort,2025,4,"Tekle H, Sandler DP, Ogunsina K, O'Brien KM. The independent and joint associations of hysterectomy and uterine fibroids or endometriosis with ovarian cancer incidence: results from a US-based cohort . American Journal of Epidemiology. 2025 Feb 5;194(2):370-8. Epub 2024 Jul 24.",sister_44
"Tran TV, O'Brien KM, Troisi R, Sandler DP, Kitahara CM",In-utero and newborn factors and thyroid cancer incidence in adult women in the Sister Study cohort,2025,5,"Tran TV, O'Brien KM, Troisi R, Sandler DP, Kitahara CM. In-utero and newborn factors and thyroid cancer incidence in adult women in the Sister Study cohort . British Journal of Cancer. 2025 Jun;132(11):1056-63. Epub 2025 Apr 9.",sister_45
"Von Holle A, Ramamurthy S, Díaz Santana MV, Kresovich JK, Taylor JA, Xu Z, O'Brien KM, Sandler DP, Weinberg CR",Association between body iron status and biological aging,2025,9,"Von Holle A, Ramamurthy S, Díaz Santana MV, Kresovich JK, Taylor JA, Xu Z, O'Brien KM, Sandler DP, Weinberg CR. Association between body iron status and biological aging . Nutrients. 2025 Apr 23;17(9):1409.",sister_46
"Weinberg CR, Basso O, D'Aloisio AA, Sandler DP",Risk of major gynecologic surgery before age 40 among daughters of young mothers,2025,4,"Weinberg CR, Basso O, D'Aloisio AA, Sandler DP. Risk of major gynecologic surgery before age 40 among daughters of young mothers . Human Reproduction. 2025 May 1;40(5):938-45.",sister_47
"White AJ, Hart JE, Quraishi SM, Bookwalter DB, Sweeney MR, Spalt EW, Hendryx MS, Irvin VL, Lane DS, Shadyab AH, Sealy-Jefferson S, Neuhouser ML, Whitsel EA, Kaufman JD, Laden F, Sandler DP",Air pollutants and breast cancer risk: a parallel analysis of five large US prospective cohorts,2025,16,"White AJ, Hart JE, Quraishi SM, Bookwalter DB, Sweeney MR, Spalt EW, Hendryx MS, Irvin VL, Lane DS, Shadyab AH, Sealy-Jefferson S, Neuhouser ML, Whitsel EA, Kaufman JD, Laden F, Sandler DP. Air pollutants and breast cancer risk: a parallel analysis of five large US prospective cohorts . American Journal of Public Health. 2025 Dec;115(12):2030-43. Epub 2025 Sep 25.",sister_48
"Xu J, Sandler DP",Airborne phthalate exposures and hypertension in the Sister Study,2025,2,"Xu J, Sandler DP. Airborne phthalate exposures and hypertension in the Sister Study . Journal of Hazard Materials. 2025 Sep 15;496:139311. Epub 2025 Jul 19. (Free full text not yet available.)",sister_49
"Brown JA, Ish JL, Chang CJ, Bookwalter DB, O'Brien KM, Jones RR, Kaufman JD, Sandler DP, White AJ",Outdoor air pollution exposure and uterine cancer incidence in the Sister Study,2024,9,"Brown JA, Ish JL, Chang CJ, Bookwalter DB, O'Brien KM, Jones RR, Kaufman JD, Sandler DP, White AJ. Outdoor air pollution exposure and uterine cancer incidence in the Sister Study . Journal of the National Cancer Institute. 2024 Jun 7;116(6):948-56.",sister_50
"Cao Z, Yuan Y, White AJ, Li C, Luo Z, D'Aloisio AA, Huang X, Kaufman JD, Sandler DP, Chen H",Air pollutants and risk of Parkinson's disease among women in the Sister Study,2024,10,"Cao Z, Yuan Y, White AJ, Li C, Luo Z, D'Aloisio AA, Huang X, Kaufman JD, Sandler DP, Chen H. Air pollutants and risk of Parkinson's disease among women in the Sister Study . Environmental Health Perspectives. 2024 Jan;132(1):17001.",sister_51
"Chamberlin KW, Li C, Luo Z, D'Aloisio AA, Pinto JM, Sandler DP, Chen H",Use of nonsteroidal anti-inflammatory drugs and poor olfaction in women,2024,7,"Chamberlin KW, Li C, Luo Z, D'Aloisio AA, Pinto JM, Sandler DP, Chen H. Use of nonsteroidal anti-inflammatory drugs and poor olfaction in women . International Forum of Allergy & Rhinology. 2024 Mar;14(3):639-50. Epub 2023 Jul 18.",sister_52
"Chang CJ, O'Brien KM, Keil AP, Goldberg M, Taylor KW, Sandler DP, White AJ",Use of personal care product mixtures and incident hormone-sensitive cancers in the Sister Study: A U,2024,7,"Chang CJ, O'Brien KM, Keil AP, Goldberg M, Taylor KW, Sandler DP, White AJ. Use of personal care product mixtures and incident hormone-sensitive cancers in the Sister Study: A U.S.-wide prospective cohort . Environment International. 2024 Jan;183:108298. Epub 2023 Nov 2.",sister_53
"Chang CJ, O'Brien KM, Kresovich JK, Nwanaji-Enwerem JC, Xu Z, Gaston SA, Jackson CL, Sandler DP, Taylor JA, White AJ",Associations between use of chemical hair products and epigenetic age: Findings from the Sister Study,2024,10,"Chang CJ, O'Brien KM, Kresovich JK, Nwanaji-Enwerem JC, Xu Z, Gaston SA, Jackson CL, Sandler DP, Taylor JA, White AJ. Associations between use of chemical hair products and epigenetic age: Findings from the Sister Study . Environmental Epidemiology. 2024 May 17;8(3):e311.",sister_54
"Chen D, Woo JMP, Parks CG, Lawrence KG, O'Brien KM, Sandler RS, Sandler DP",Childhood and adolescent residential and farm pesticide exposures and inflammatory bowel disease incidence in a U,2024,7,"Chen D, Woo JMP, Parks CG, Lawrence KG, O'Brien KM, Sandler RS, Sandler DP. Childhood and adolescent residential and farm pesticide exposures and inflammatory bowel disease incidence in a U.S. cohort of women . Science of the Total Environment. 2024 Oct 10;946:174475. Epub 2024 Jul 2.",sister_55
"Coates MM, Arah OA, Matthews TA, Sandler DP, Jackson CL, Li J",Multiple forms of perceived job discrimination and hypertension risk among employed women: Findings from the Sister Study,2024,6,"Coates MM, Arah OA, Matthews TA, Sandler DP, Jackson CL, Li J. Multiple forms of perceived job discrimination and hypertension risk among employed women: Findings from the Sister Study . American Journal of Industrial Medicine. 2024 Sep;67(9):844-56. Epub 2024 Jul 2.",sister_56
"Crawford B, Steck SE, Sandler DP, Nichols HB, Milne GL, Park YM",Association between healthy dietary patterns and markers of oxidative stress in the Sister Study,2024,6,"Crawford B, Steck SE, Sandler DP, Nichols HB, Milne GL, Park YM. Association between healthy dietary patterns and markers of oxidative stress in the Sister Study . European Journal of Nutrition. 2024 Mar;63(2):485-99. Epub 2023 Dec 9.",sister_57
"Daniel M, Ish JL, Madrigal JM, Chang CJ, Lawrence KG, Fisher JA, Levine KE, Trottier BA, Jones RR, Sandler DP, White AJ",Residential proximity to toxic metal-emitting industrial sites and toenail metal concentrations in a United States-wide prospective cohort,2024,11,"Daniel M, Ish JL, Madrigal JM, Chang CJ, Lawrence KG, Fisher JA, Levine KE, Trottier BA, Jones RR, Sandler DP, White AJ. Residential proximity to toxic metal-emitting industrial sites and toenail metal concentrations in a United States-wide prospective cohort . Environmental Research. 2024 Oct 1;258:119466. Epub 2024 Jun 20.",sister_58
"Dareng EO, Coetzee SG, Tyrer JP, Peng PC, Rosenow W, Chen S, Davis BD, Dezem FS, Seo JH, Nameki R, Reyes AL, …, Sandler DP, …, Weinberg CR, …, Berchuck A, Goode EL, Huntsman DG, Pearce CL, Ramus SJ, Sellers TA, Ovarian Cancer Association Consortium (OCAC), Freedman ML, Lawrenson K, Schildkraut JM, Hazelett D, Plummer JT, Kar S, Jones MR, Pharoah PDP, Gayther SA",Integrative multi-omics analyses to identify the genetic and functional mechanisms underlying ovarian cancer risk regions,2024,28,"Dareng EO, Coetzee SG, Tyrer JP, Peng PC, Rosenow W, Chen S, Davis BD, Dezem FS, Seo JH, Nameki R, Reyes AL, …, Sandler DP, …, Weinberg CR, …, Berchuck A, Goode EL, Huntsman DG, Pearce CL, Ramus SJ, Sellers TA, Ovarian Cancer Association Consortium (OCAC), Freedman ML, Lawrenson K, Schildkraut JM, Hazelett D, Plummer JT, Kar S, Jones MR, Pharoah PDP, Gayther SA. Integrative multi-omics analyses to identify the genetic and functional mechanisms underlying ovarian cancer risk regions . American Journal of Human Genetics. 2024 Jun 6;111(6):1061-83. Epub 2024 May 8.",sister_59
"Fang F, Quach B, Lawrence KG, van Dongen J, Marks JA, Lundgren S, Lin M, Odintsova VV, Costeira R, Xu Z, Zhou L, Mandal M, Xia Y, Vink JM, Bierut LJ, Ollikainen M, Taylor JA, Bell JT, Kaprio J, Boomsma DI, Xu K, Sandler DP, Hancock DB, Johnson EO",Trans-ancestry epigenome-wide association meta-analysis of DNA methylation with lifetime cannabis use,2024,24,"Fang F, Quach B, Lawrence KG, van Dongen J, Marks JA, Lundgren S, Lin M, Odintsova VV, Costeira R, Xu Z, Zhou L, Mandal M, Xia Y, Vink JM, Bierut LJ, Ollikainen M, Taylor JA, Bell JT, Kaprio J, Boomsma DI, Xu K, Sandler DP, Hancock DB, Johnson EO. Trans-ancestry epigenome-wide association meta-analysis of DNA methylation with lifetime cannabis use . Molecular Psychiatry. 2024 Jan;29(1):124-33. Epub 2023 Nov 7.",sister_60
"Goldberg M, Chang CJ, Ogunsina K, O'Brien KM, Taylor KW, White AJ, Sandler DP","Personal care product use during puberty and incident breast cancer among Black, Hispanic/Latina, and White women in a prospective US-wide cohort",2024,7,"Goldberg M, Chang CJ, Ogunsina K, O'Brien KM, Taylor KW, White AJ, Sandler DP. Personal care product use during puberty and incident breast cancer among Black, Hispanic/Latina, and White women in a prospective US-wide cohort . Environmental Health Perspectives. 2024 Feb;132(2):27001.",sister_61
"Huang YH, Loftfield E, Argirion I, Adami HO, Albanes D, Chan AT, Fedirko V, Fraser GE, Freedman ND, Giles GG, Hartge P, Katzke V, Knutsen SF, Lacey J Jr, Liao LM, Luo J, Milne RL, O'Brien KM, Peters U, Poynter JN, Purdue MP, Robien K, Sandin S, Sandler DP, Setiawan VW, Kang JH, Simon TG, Sinha R, VoPham T, Weinstein SJ, White E, Zhang X, Zhu B, McGlynn KA, Campbell PT, Lee MH, Koshiol J",Association of tea and coffee consumption and biliary tract cancer risk: The Biliary Tract Cancers Pooling Project,2024,36,"Huang YH, Loftfield E, Argirion I, Adami HO, Albanes D, Chan AT, Fedirko V, Fraser GE, Freedman ND, Giles GG, Hartge P, Katzke V, Knutsen SF, Lacey J Jr, Liao LM, Luo J, Milne RL, O'Brien KM, Peters U, Poynter JN, Purdue MP, Robien K, Sandin S, Sandler DP, Setiawan VW, Kang JH, Simon TG, Sinha R, VoPham T, Weinstein SJ, White E, Zhang X, Zhu B, McGlynn KA, Campbell PT, Lee MH, Koshiol J. Association of tea and coffee consumption and biliary tract cancer risk: The Biliary Tract Cancers Pooling Project . Hepatology. 2024 Jun 1;79(6):1324-36. Epub 2023 Dec 29.",sister_62
"Ish JL, Chang CJ, Bookwalter DB, Jones RR, O'Brien KM, Kaufman JD, Sandler DP, White AJ",Outdoor air pollution exposure and ovarian cancer incidence in a United States-wide prospective cohort study,2024,8,"Ish JL, Chang CJ, Bookwalter DB, Jones RR, O'Brien KM, Kaufman JD, Sandler DP, White AJ. Outdoor air pollution exposure and ovarian cancer incidence in a United States-wide prospective cohort study . Environmental Health Perspectives. 2024 Oct;132(10):107701.",sister_63
"Jia G, Ping J, Guo X, Yang Y, Tao R, Li B, …, Sandler DP, …, Adejumo PO, Ahearn T, Brewster AM, Hennis AJM, Makumbi T, Ndom P, O'Brien KM, Olshan AF, Oluwasanu MM, Reid S, Butler EN, Huang M, Ntekim A, Qian H, Zhang H, Ambrosone CB, Cai Q, Long J, Palmer JR, Haiman CA, Zheng W",Genome-wide association analyses of breast cancer in women of African ancestry identify new susceptibility loci and improve risk prediction,2024,28,"Jia G, Ping J, Guo X, Yang Y, Tao R, Li B, …, Sandler DP, …, Adejumo PO, Ahearn T, Brewster AM, Hennis AJM, Makumbi T, Ndom P, O'Brien KM, Olshan AF, Oluwasanu MM, Reid S, Butler EN, Huang M, Ntekim A, Qian H, Zhang H, Ambrosone CB, Cai Q, Long J, Palmer JR, Haiman CA, Zheng W. Genome-wide association analyses of breast cancer in women of African ancestry identify new susceptibility loci and improve risk prediction . Nature Genetics. 2024 May;56(5):819-26.",sister_64
"Jukic AMZ, Sandler DP, Weinberg CR, O'Brien KM","Vitamin D status and supplementation, calcium supplementation, and timing of natural menopause",2024,4,"Jukic AMZ, Sandler DP, Weinberg CR, O'Brien KM. Vitamin D status and supplementation, calcium supplementation, and timing of natural menopause . Maturitas. 2024 Apr;182:107916. Epub 2024 Jan 18.",sister_65
"Kalia SS, Boddicker NJ, Yadav S, Huang H, Na J, Hu C, Ambrosone CB, Yao S, Haiman CA, Chen F, John EM, Kurian AW, Guo B, Lindström S, Auer P, Lacey JV, Neuhausen SL, Martinez ME, Sandler DP, O'Brien KM, Taylor JA, Teras LR, Hodge JM, Lori A, Bodelon C, Trentham-Dietz A, Burnside ES, Vachon CM, Winham SJ, Goldgar DE, Domchek SM, Nathanson KL, Weitzel JN, Couch FJ, Kraft P","Development of a breast cancer risk prediction model integrating monogenic, polygenic, and epidemiologic risk",2024,35,"Kalia SS, Boddicker NJ, Yadav S, Huang H, Na J, Hu C, Ambrosone CB, Yao S, Haiman CA, Chen F, John EM, Kurian AW, Guo B, Lindström S, Auer P, Lacey JV, Neuhausen SL, Martinez ME, Sandler DP, O'Brien KM, Taylor JA, Teras LR, Hodge JM, Lori A, Bodelon C, Trentham-Dietz A, Burnside ES, Vachon CM, Winham SJ, Goldgar DE, Domchek SM, Nathanson KL, Weitzel JN, Couch FJ, Kraft P. Development of a breast cancer risk prediction model integrating monogenic, polygenic, and epidemiologic risk . Cancer Epidemiology, Biomarkers & Prevention. 2024 Nov 1;33(11):1490-9. Epub 2024 Sep 11.",sister_66
"Kentistou KA, Kaisinger LR, Stankovic S, Vaudel M, Mendes de Oliveira E, Messina A, Walters RG, Liu X, Busch AS, Helgason H, Thompson DJ, Santoni F, Petricek KM, Zouaghi Y, Huang-Doran I, Gudbjartsson DF, Bratland E, Lin K, Gardner EJ, Zhao Y, Jia RY, Terao C, Riggan MJ, Bolla MK, Yazdanpanah M, Yazdanpanah N, …, O'Brien KM, …, Sandler DP, …, Ovarian Cancer Association Consortium; Breast Cancer Association Consortium; …, Pharoah PDP, Li L, Easton DF, Njølstad PR, Sulem P, Murabito JM, Murray A, Manousaki D, Juul A, Erikstrup C, Stefansson K, Horikoshi M, Chen Z, Farooqi IS, Pitteloud N, Johansson S, Day FR, Perry JRB, Ong KK",Understanding the genetic complexity of puberty timing across the allele frequency spectrum,2024,47,"Kentistou KA, Kaisinger LR, Stankovic S, Vaudel M, Mendes de Oliveira E, Messina A, Walters RG, Liu X, Busch AS, Helgason H, Thompson DJ, Santoni F, Petricek KM, Zouaghi Y, Huang-Doran I, Gudbjartsson DF, Bratland E, Lin K, Gardner EJ, Zhao Y, Jia RY, Terao C, Riggan MJ, Bolla MK, Yazdanpanah M, Yazdanpanah N, …, O'Brien KM, …, Sandler DP, …, Ovarian Cancer Association Consortium; Breast Cancer Association Consortium; …, Pharoah PDP, Li L, Easton DF, Njølstad PR, Sulem P, Murabito JM, Murray A, Manousaki D, Juul A, Erikstrup C, Stefansson K, Horikoshi M, Chen Z, Farooqi IS, Pitteloud N, Johansson S, Day FR, Perry JRB, Ong KK. Understanding the genetic complexity of puberty timing across the allele frequency spectrum . Nature Genetics. 2024 Jul;56(7):1397-411.",sister_67
"Kresovich JK, O'Brien KM, Xu Z, Weinberg CR, Sandler DP, Taylor JA",Circulating leukocyte subsets before and after a breast cancer diagnosis and therapy,2024,6,"Kresovich JK, O'Brien KM, Xu Z, Weinberg CR, Sandler DP, Taylor JA. Circulating leukocyte subsets before and after a breast cancer diagnosis and therapy . JAMA Network Open. 2024 Feb 5;7(2):e2356113.",sister_68
"Lin D, Sturgeon KM, Muscat JE, Zhou S, Hobkirk AL, O'Brien KM, Sandler DP, Thompson CL",Associations of pre-diagnosis physical activity with treatment tolerance and treatment efficacy in breast cancer patients with neoadjuvant chemotherapy,2024,8,"Lin D, Sturgeon KM, Muscat JE, Zhou S, Hobkirk AL, O'Brien KM, Sandler DP, Thompson CL. Associations of pre-diagnosis physical activity with treatment tolerance and treatment efficacy in breast cancer patients with neoadjuvant chemotherapy . Breast Cancer. 2024 May;31(3):519-28. Epub 2024 Apr 2.",sister_69
"O'Brien KM, Wentzensen N, Ogunsina K, Weinberg CR, D'Aloisio AA, Edwards JK, Sandler DP",Intimate care products and incidence of hormone-related cancers: A quantitative bias analysis,2024,7,"O'Brien KM, Wentzensen N, Ogunsina K, Weinberg CR, D'Aloisio AA, Edwards JK, Sandler DP. Intimate care products and incidence of hormone-related cancers: A quantitative bias analysis . Journal of Clinical Oncology. 2024 Aug 1;42(22):2645-59. Epub 2024 May 15.",sister_70
"Ochs-Balcom HM, Preus L, Du Z, Elston RC, Teerlink CC, Jia G, Guo X, Cai Q, Long J, Ping J, Li B, Stram DO, Shu XO, Sanderson M, Gao G, Ahearn T, Lunetta KL, Zirpoli G, Troester MA, Ruiz-Narváez EA, Haddad SA, Figueroa J, John EM, Bernstein L, Hu JJ, Ziegler RG, Nyante S, Bandera EV, Ingles SA, Mancuso N, Press MF, Deming SL, Rodriguez-Gil JL, Yao S, Ogundiran TO, Ojengbede O, Bolla MK, Dennis J, Dunning AM, Easton DF, Michailidou K, Pharoah PDP, Sandler DP, Taylor JA, Wang Q, O'Brien KM, Weinberg CR, Kitahara CM, Blot W, Nathanson KL, Hennis A, Nemesure B, Ambs S, Sucheston-Campbell LE, Bensen JT, Chanock SJ, Olshan AF, Ambrosone CB, Olopade OI; Ghana Breast Health Study Team; Conti DV, Palmer J, García-Closas M, Huo D, Zheng W, Haiman C",Novel breast cancer susceptibility loci under linkage peaks identified in African ancestry consortia,2024,64,"Ochs-Balcom HM, Preus L, Du Z, Elston RC, Teerlink CC, Jia G, Guo X, Cai Q, Long J, Ping J, Li B, Stram DO, Shu XO, Sanderson M, Gao G, Ahearn T, Lunetta KL, Zirpoli G, Troester MA, Ruiz-Narváez EA, Haddad SA, Figueroa J, John EM, Bernstein L, Hu JJ, Ziegler RG, Nyante S, Bandera EV, Ingles SA, Mancuso N, Press MF, Deming SL, Rodriguez-Gil JL, Yao S, Ogundiran TO, Ojengbede O, Bolla MK, Dennis J, Dunning AM, Easton DF, Michailidou K, Pharoah PDP, Sandler DP, Taylor JA, Wang Q, O'Brien KM, Weinberg CR, Kitahara CM, Blot W, Nathanson KL, Hennis A, Nemesure B, Ambs S, Sucheston-Campbell LE, Bensen JT, Chanock SJ, Olshan AF, Ambrosone CB, Olopade OI; Ghana Breast Health Study Team; Conti DV, Palmer J, García-Closas M, Huo D, Zheng W, Haiman C. Novel breast cancer susceptibility loci under linkage peaks identified in African ancestry consortia . Human Molecular Genetics. 2024 Apr 8;33(8):687-97. Epub 2024 Jan 23.",sister_71
