pub_year,title,author_field,journal,paper_id
2025,Operationalizing selection criteria for clinical trials in Alzheimer's disease: Biomarker and clinical considerations: Proceedings from the Alzheimer's Association Research Roundtable (AARR) Fall 2021 meeting,R. C. Petersen; A. Graf; C. Brady; S. De Santi; H. Florian; J. Landen; M. Pontecorvo; C. Randolph; K. Sink; M. Carrillo; C. J. Weber,Journal Alzheimers Dement (N Y);,adni_136
2025,Rider Cat Optimized Alzheimer's Disease and MCI Prediction Using Deep Attention BiLSTM and CRDF,A. V. Nisha; M. P. Rajasekaran; R. Kottaimalai; G. Vishnuvarthanan; T. Arunprasath; V. Muneeswaran,Journal Iete Journal of Research;,adni_137
2025,An artificial intelligence-derived metabolic network predicts psychosis in Alzheimer's disease,N. Nguyen; J. J. Gomar; J. N. Truong; J. Barbero; P. P. Do; A. Rommal; A. Oh; D. Eidelberg; J. Koppel; A. Vo; I. Alzheimers Dis Neuroimaging,Journal Brain Communications;,adni_138
2025,Early detection of Alzheimer's disease using deep learning methods,A. C. Mmadumbu; F. Saeed; F. Ghaleb; S. N. Qasem,Journal Alzheimers Dement;,adni_143
2025,Timing of Changes in Alzheimer's Disease Plasma Biomarkers as Assessed by Amyloid and Tau PET Clocks,M. Milà-Alomà; D. Tosun; S. E. Schindler; I. Hausle; K. K. Petersen; Y. Li; J. L. Dage; L. Du-Cuny; Z. S. Saad; B. Saef; G. Triana-Baltzer; D. L. Raunig; J. Coomaraswamy; M. Baratta; E. A. Meyers; Y. Mordashova; C. E. Rubel; K. Ferber; H. Kolb; N. J. Ashton; H. Zetterberg; E. G. Rosenbaugh; M. Sabandal; L. M. Shaw; A. W. Bannon; W. Z. Potter,Journal Ann Neurol;,adni_144
2025,The associations between cerebral microhemorrhages and cognitive decline across Alzheimer's continuum,H. Khaledian; A. J. Rad; P. Barjisi; P. Saberian; M. Mozafar; S. Ghahramani; M. Sadeghi; M. Mayeli; S. M. A. Alavi; S. Berenjian; S. Karami; M. Andalibian,Journal Aging Clin Exp Res;,adni_145
2025,The potential utility of arterial spin labeling in predicting brain amyloidosis,K. Kazemzadeh; N. Naseri; M. Mombeini; A. Khodadadi; M. Jafari; R. Rostami; P. Enayat; M. Sadeghi; S. Berenjian; S. M. Amin Alavi,Journal J Clin Neurosci;,adni_146
2025,ML-Driven Alzheimer's disease prediction: A deep ensemble modeling approach,M. L. F. Jumaili; E. Sonuç,Journal SLAS Technol;,adni_147
2025,Continual and wisdom learning for federated learning: A comprehensive framework for robustness and debiasing,S. Iqbal; X. P. Zhong; M. A. Khan; Z. Z. Wu; D. A. Alhammadi; W. X. Liu; I. A. Choudhry,Journal Information Processing & Management;,adni_148
2025,Impact of Methodological Assumptions and Covariates on the Cutoff Estimation in ROC Analysis,S. Ghosal,Journal Biom J;,adni_149
2025,Alzheimer's disease prediction using CAdam optimized reinforcement learning-based deep convolutional neural network model,P. A. Chaudhari; S. S. Khot,Journal Biomedical Signal Processing and Control;,adni_150
2025,"Educational attainment, Aβ, tau, and structural brain reserve in Alzheimer's disease",Y. Cai; L. Fang; A. Li; J. Yang; X. Zhou; Z. He; P. Sun; Q. Wang; T. Guo,Journal Alzheimers Dement;,adni_151
2025,Tau burden is best captured by magnitude and extent: Tau‐MaX as a measure of global tau,C. A. Brown; S. R. Das; K. A. Cousins; T. F. Tropea; A. C. Plotkin; J. A. Detre; P. A. Yushkevich; C. T. McMillan; E. B. Lee; L. M. Shaw,Journal Alzheimer's & Dementia;,adni_152
2025,NDDRF 2.0: An update and expansion of risk factor knowledge base for personalized prevention of neurodegenerative diseases,C. Bi; X. Zheng; Y. X. Zhang; S. R. Zhou; J. Song; H. F. Shang; B. R. Shen,Journal Alzheimers & Dementia;,adni_153
2025,LGG-NeXt: A Next Generation CNN and Transformer Hybrid Model for the Diagnosis of Alzheimer's Disease Using 2D Structural MRI,J. Bai; Z. Y. Zhang; Y. Yin; W. K. Jin; T. A. A. Ali; Y. Xiong; Z. Xiao,Journal Ieee Journal of Biomedical and Health Informatics;,adni_154
2025,The higher benefit of lecanemab in males compared to females in CLARITY AD is probably due to a real sex effect,D. Andrews; S. Ducharme; H. Chertkow; M. P. Sormani; D. L. Collins,Journal Alzheimers Dement;,adni_155
2025,Selective vulnerability and resilience to Alzheimer's disease tauopathy as a function of genes and the connectome,C. Anand; F. Abdelnour; B. Sipes; D. Ma; P. D. Maia; J. Torok; A. Raj,Journal Brain;,adni_156
2025,Cerebrospinal fluid levels of tumour necrosis factor-α and its receptors are not associated with disease progression in Alzheimer's disease,M. Aljuhani,Journal Front Aging Neurosci;,adni_157
2025,How is self-reported sleep-disordered breathing linked with biomarkers of Alzheimer’s disease?,M. Akradi; T. Farzane-Daghigh; A. Ebneabbasi; H. Bi; A. Drzezga; B. A. Mander; S. B. Eickhoff; M. Tahmasian; A. s. D. N. Initiative,Journal Neurobiology of Aging;,adni_158
2025,Self- and Informant-Report Cognitive Decline Discordance and Mild Cognitive Impairment Diagnosis,A. Aaronson; A. Diaz; M. T. Ashford; C. S. Jin; R. Tank; M. J. Miller; J. M. Kang; M. Manjavong; B. Landavazo; J. Eichenbaum; D. Truran; M. R. Camacho; J. Fockler; D. Flenniken; P. Vannini; S. T. Farias; R. S. Mackin; M. W. Weiner; R. L. Nosheny,Journal Jama Network Open;,adni_159
2025,Classification of Neuropsychiatric Disorders via Brain-Region-Selected Graph Convolutional Network,Z. Qin; Y. Li; X. Song; L. Chai,Journal IEEE Trans Neural Syst Rehabil Eng;,adni_160
2025,Characterizing bidirectional transitions in mild cognitive impairment and post-reversion based on longitudinal neuroimaging and cognitive assessments,Y. Qin; J. Cui; D. Chen; H. Han; H. Cao; R. Zhang; H. Zhu; M. Zhang; H. Yu,Journal Alzheimers Dement;,adni_161
2025,Validating a T1-weighted cine MRI for a 1.5T MR-Linac with temporal resolution appropriate for respiratory motion,N. Shaffer; A. Dresner; Q. Ying; E. Alberts; M. Kruiskamp; J. Caster; D. Hyer; J. Snyder; J. St-Aubin,Journal Front Oncol;,adni_162
2025,An imaging and genetic-based deep learning network for Alzheimer's disease diagnosis,Y. Li; D. Niu; K. Qi; D. Liang; X. Long,Journal Front Aging Neurosci;,adni_163
2025,"Region-based U-nets for fast, accurate, and scalable deep brain segmentation: Application to Parkinson Plus Syndromes",M. Li; M. Magnússon; I. Kristjánsdóttir; S. H. Lund; T. van Eimeren; L. M. Ellingsen; A. s. D. N. Initiative,Journal NeuroImage: Clinical;,adni_164
2025,Alzheimer's disease recognition via long-range state space model using multi-modal brain images,Z. Ren; M. Zhou; S. Shakil; R. K. Tong,Journal Front Neurosci;,adni_165
2025,Stratifying risk of Alzheimer's disease in healthy mPMCIDdle-aged indivPMCIDuals with machine learning,R. Tandon; L. Zhao; C. M. Watson; N. Sarkar; M. Elmor; C. Heilman; K. Sanders; C. M. Hales; H. Yang; D. W. Loring; F. C. Goldstein; J. J. Hanfelt; D. M. Duong; E. C. B. Johnson; A. P. Wingo; T. S. Wingo; B. R. Roberts; N. T. Seyfried; A. I. Levey; J. J. Lah; C. S. Mitchell,Journal Brain Commun;,adni_166
2025,Comprehensive Anatomical Staging Predicts Clinical Progression in Mild Cognitive Impairment: A Data-Driven Approach,R. Tandon; Y. J. Mei; J. J. Lah; C. S. Mitchell,Journal International Journal of Molecular Sciences;,adni_167
2025,Therapeutic time window of disease-modifying therapy for early Alzheimer's disease,S. Nakashima; K. Sato; Y. Niimi; R. Ihara; K. Suzuki; A. Iwata; T. Toda; T. Iwatsubo,Journal Alzheimers Dement (N Y);,adni_168
2025,GAN-enhanced deep learning for improved Alzheimer's disease classification and longitudinal brain change analysis,P. Pandey; S. B. Khan; J. Pruthi; E. Albalawi; A. Algarni; A. Almusharraf,Journal Frontiers in Medicine;,adni_169
2025,Effect of corrections for renal function on plasma phosphorylated tau performance for Alzheimer's disease,K. Sato; Y. Niimi; R. Ihara; A. Iwata; K. Suzuki; T. Iwatsubo; I. Alzheimers Dis Neuroimaging,Journal Journal of Alzheimers Disease;,adni_170
2025,Weighted Multi-Modal Contrastive Learning Based HybrPMCID Network for Alzheimer's Disease Diagnosis,R. Yu; C. Peng; J. Zhu; M. Chen; R. Zhang,Journal IEEE Trans Neural Syst Rehabil Eng;,adni_171
2025,Analysis of human brain RNA-seq data reveals combined effects of 4 types of RNA modifications and 18 types of programmed cell death on Alzheimer's disease,K. Ye; X. Han; M. Tian; L. Liu; X. Gao; Q. Xia; D. Wang,Journal J Transl Med;,adni_172
2025,Coupling relationship between glucose and oxygen metabolisms to serve as an imaging biomarker for Alzheimer's disease,Z. Yang; J. Sheng; Q. Zhang; J. T. C. Chou; Y. Xin; L. Wang,Journal Sci Rep;,adni_173
2025,Neuroimaging Predictors of Cognitive Resilience against Alzheimer's Disease Pathology,M. E. Williams; C. Fennema-Notestine; T. R. Bell; S. J. Lin; S. J. Glatt; W. S. Kremen; J. A. Elman,Journal Ann Neurol;,adni_175
2025,A comprehensive interpretable machine learning framework for mild cognitive impairment and Alzheimer's disease diagnosis,M. E. Vlontzou; M. Athanasiou; K. V. DalaklePMCIDi; I. Skampardoni; C. Davatzikos; K. Nikita,Journal Sci Rep;,adni_176
2025,Debiased machine learning for ultra-high dimensional mediation analysis,K. Wei; Y. Liu; C. Huang; R. Lin; Y. Yu; G. Qin,Journal Bioinformatics;,adni_178
2025,Brain imaging-to-graph generation using adversarial hierarchical diffusion models for MCI causality analysis,Q. Zuo; H. Tian; Y. Zhang; J. Hong,Journal Comput Biol Med;,adni_179
2025,Biologically inspired hybrid model for Alzheimer's disease classification using structural MRI in the ADNI dataset,H. Slimi; I. Cherif; S. AbPMCID; M. Sayadi,Journal Frontiers in Artificial Intelligence;,adni_180
2025,Alzheimer's Disease Sequencing Project release 4 whole genome sequencing dataset,Y. Y. Leung; W. P. Lee; A. B. Kuzma; H. Nicaretta; O. Valladares; P. Gangadharan; L. Qu; Y. Zhao; Y. Ren; P. L. Cheng; P. P. Kuksa; H. Wang; H. White; Z. Katanic; L. Bass; N. Saravanan; E. Greenfest-Allen; M. Kirsch; L. Cantwell; T. Iqbal; N. R. Wheeler; J. J. Farrell; C. Zhu; S. L. Turner; T. I. Gunasekaran; P. R. Mena; Y. Jin; L. Carter; X. Zhang; B. N. Vardarajan; A. Toga; M. Cuccaro; T. J. Hohman; W. S. Bush; A. C. Naj; E. Martin; C. L. Dalgard; B. W. Kunkle; L. A. Farrer; R. P. Mayeux; J. L. Haines; M. A. Pericak-Vance; G. D. Schellenberg; L. S. Wang,Journal Alzheimers Dement;,adni_181
2025,Measuring time saved in Alzheimer's disease: What is a meaningful slowing of progression?,K. Lanctot; L. Jönsson; A. Atri; R. Paulsen; S. Mattke; J. H. Hahn-Pedersen; P. Polavieja; T. Maltesen; T. León; A. Gustavsson,Journal Alzheimers Dement (N Y);,adni_182
2025,Diffusion based multi-domain neuroimaging harmonization method with preservation of anatomical details,H. Lan; B. A. Varghese; N. Sheikh-Bahaei; F. Sepehrband; A. W. Toga; J. Choupan,Journal Neuroimage;,adni_183
2025,Multimodal and longitudinal characterization of distinct tau and atrophy clusters in Alzheimer's disease spectrum,B. S. Rauchmann; E. Ersözlü; D. Luedecke; N. Franzmeier; R. Perneczky,Journal Sci Rep;,adni_184
2025,Relational Bi-level aggregation graph convolutional network with dynamic graph learning and puzzle optimization for Alzheimer's classification,K. Raajasree; R. Jaichandran,Journal Comput Biol Med;,adni_185
2025,Diagnosis of Alzheimer's disease using transfer learning with multi-modal 3D Inception-v4,Z. Yuan; N. Qi; Z. Zhou; J. Ding; X. Chen; J. Wu; J. Wang; J. Zhao,Journal Quant Imaging Med Surg;,adni_187
2025,Discovering Differential Imaging Genetic Modules via Multimodal Fusion-based Hypergraph Transductive Learning in Alzheimer's Disease Diagnosis,M. Wang; L. Sun; W. Shao; D. Zhang,Journal IEEE transactions on medical imaging;,adni_190
2025,Recognition and diagnosis of Alzheimer's Disease using T1-weighted magnetic resonance imaging via integrating CNN and Swin vision transformer,Y. Wang; H. Sheng; X. Wang,Journal Clinics (Sao Paulo);,adni_191
2025,Predicting progression of mild cognitive impairment patients through four distinctive subgroups obtained by unsupervised learning algorithms,A. Silva-Spinola; I. Baldeiras; I. Santana; J. P. Arrais; I. Alzheimers Dis Neuroimaging,Journal Journal of Alzheimers Disease;,adni_192
2025,Frailty increases the risk of Alzheimer's disease in non-demented indivPMCIDuals: A longitudinal cohort study,Z. H. Sheng; J. Y. Liu; J. Y. Ma; Y. C. Mi; H. Wang; F. Guo; L. Z. Ma; L. Tan,Journal J Alzheimers Dis;,adni_193
2025,Diagnosis of Alzheimer's disease using FusionNet with improved secretary bird optimization algorithm for optimal MK-SVM based on imaging genetic data,L. Wang; J. Sheng; Q. Zhang; Y. Song; Q. Zhang; B. Wang; R. Zhang,Journal Cereb Cortex;,adni_195
2025,DML-MFCM: A multimodal fine-grained classification model based on deep metric learning for Alzheimer's disease diagnosis,H. Wang; T. Yang; J. Fan; H. Zhang; W. Zhang; M. Ji; J. Miao,Journal J Xray Sci Technol;,adni_196
2025,The CentiMarker project: Standardizing quantitative Alzheimer's disease fluPMCID biomarkers for biologic interpretation,"G. Wang; Y. Li; C. Xiong; Y. Cao; S. E. Schindler; E. McDade; K. Blennow; O. Hansson; J. L. Dage; C. R. Jack, Jr.; C. E. Teunissen; L. M. Shaw; H. Zetterberg; L. Ibanez; J. Timsina; C. Carlos; R. J. Bateman",Journal Alzheimers Dement;,adni_197
2025,Association of genetic risk of Alzheimer's disease and cognitive function in two European populations,B. Wang; L. B. Chibnik; S. H. Choi; D. Blacker; A. L. DeStefano; H. Lin,Journal Sci Rep;,adni_198
2025,An unsupervised learning approach for clustering joint trajectories of Alzheimer's disease biomarkers: An application to ADNI Data,T. F. Sönmez; D. J. Harvey; L. A. Beckett,Journal Alzheimers Dement;,adni_199
2025,Growth-Associated Protein 43 Levels in the Cerebrospinal FluPMCID Correspond to the Cerebral Blood Flow Alterations in Alzheimer's Dementia Continuum: An Original Study,N. Songhori; M. S. Goushky; M. M. Khaleghi; M. Mojerloo; M. Sadeghi; M. Mozafar; Z. B. Aghdam; M. Ghajar; Y. Kianifar; F. Karimzadeh; F. Khosravi; M. Mayeli,Journal Health Sci Rep;,adni_200
2025,Potential of facial biomarkers for Alzheimer's disease and obstructive sleep apnea in Down syndrome and general population,L. M. Echeverry-Quiceno; S. Llambrich; Á. Heredia-Lidón; S. Giménez; M. Rozalem-Aranha; P. Inampudi; Y. Heuzé; X. Sevillano; J. Fortea; N. Martínez-Abadías,Journal Faseb j;,adni_204
2025,Enhancing cerebral infarct classification by automatically extracting relevant fMRI features,V. I. Dobromyslin; W. Zhou,Journal Brain Inform;,adni_205
2025,Distinct CSF α-synuclein aggregation profiles associated with Alzheimer's disease phenotypes and MCI-to-AD conversion,Y. Ding; L. Wang; J. Liu; Y. Deng; Y. Jiao; A. Zhao,Journal J Prev Alzheimers Dis;,adni_206
2025,Improving estimation efficiency for survival data analysis by integrating a coarsened time-to-event outcome from an external study,D. Deng; L. Zhang; H. Feng; V. M. Chinchilli; C. Chen; M. Wang,Journal Biometrics;,adni_207
2025,Brain morphology mediating the effects of common genetic risk variants on Alzheimer's disease,E. M. Breddels; Y. Snihirova; E. Pishva; S. Gülöksüz; G. A. Blokland; J. Luykx; O. A. Andreassen; D. E. Linden; D. van der Meer,Journal J Alzheimers Dis Rep;,adni_208
2025,ADAMAEX-Alzheimer's disease classification via attention-enhanced autoencoders and XAI,D. Bootun; M. M. Auzine; N. Ayesha; S. Idris; T. Saba; M. H. M. Khan,Journal Egyptian Informatics Journal;,adni_209
2025,sTREM2 in discordant CSF Aβ(42) and p-tau181,D. Li; W. G. Mantyh; L. Men; I. Jain; M. Glittenberg; B. An; L. Zhang; L. Li,Journal Alzheimers Dement (Amst);,adni_210
2025,Amino acid patterns predict white matter integrity measures in the brain in patients across the Alzheimer's disease continuum,F. Goharmanesh; M. Masmoie; H. Nasiri; S. F. Sadat-Madani; S. M. Namin; M. Damizadeh; S. Shakeri; F. Sodeifian; A. Rajabpour-Sanati; B. Bahrainian; Y. Mohammadi; A. Shushtari; M. Mayeli,Journal Metab Brain Dis;,adni_211
2025,A Resource-Efficient 3D U-Net for Hippocampus Segmentation Using CLAHE and SCE-3DWT Techniques,F. F. Khan; J. H. Kim; C. S. Park; J. I. Kim; G. R. Kwon,Journal Ieee Access;,adni_212
2025,Functional MRI Analysis of Cortical Regions to Distinguish Lewy Body Dementia From Alzheimer's Disease,B. Kashyap; L. R. Hanson; S. K. Gustafson; S. J. Sherman; M. E. Sughrue; M. H. Rosenbloom,Journal The Journal of neuropsychiatry and clinical neurosciences;,adni_213
2025,Machine Learning Approaches for Predicting Progression to Alzheimer's Disease in Patients with Mild Cognitive Impairment,F. Gelir; T. Akan; S. Alp; E. Gecili; M. S. Bhuiyan; E. A. Disbrow; S. A. Conrad; J. A. Vanchiere; C. G. Kevil; M. A. N. Bhuiyan,Journal J Med Biol Eng;,adni_217
2025,Glucose metabolism in hyper-connected regions predicts neurodegeneration and speed of conversion in Alzheimer's disease,A. Galli; M. Inglese; L. Presotto; R. Malito; X. Di; N. Toschi; A. Pilotto; A. Padovani; C. Tassorelli; D. Perani; A. Sala; S. P. Caminiti,Journal European Journal of Nuclear Medicine and Molecular Imaging;,adni_218
2025,Influence of alpha-synuclein on glucose metabolism in Alzheimer's disease continuum: Analyses of α-synuclein seed amplification assay and FDG-PET,"E. Mak; S. A. Przybelski; H. J. Wiste; A. J. Fought; C. G. Schwarz; M. L. Senjem; C. R. Jack, Jr.; V. J. Lowe; R. C. Petersen; B. F. Boeve; J. T. O'Brien; K. Kantarci",Journal Alzheimers Dement;,adni_219
2025,A regularized transformer with adaptive token fusion for Alzheimer's disease diagnosis in brain magnetic resonance images,S. Y. Lu; Y. D. Zhang; Y. D. Yao,Journal Engineering Applications of Artificial Intelligence;,adni_220
2025,Neuropathology-based approach reveals novel Alzheimer's Disease genes and highlights female-specific pathways and causal links to disrupted lipid metabolism: insights into a vicious cycle,Y. Jin; A. Topaloudi; S. Shekhar; G. Chen; A. N. Scott; B. D. Colon; P. Drineas; C. Rochet; P. Paschou,Journal Acta Neuropathol Commun;,adni_221
2025,"Cognitive variation reflects amyloid, tau, and neurodegenerative biomarkers in Alzheimer's disease",K. A. S. Phang; C. H. Tan,Journal Geroscience;,adni_222
2025,Changes in the Parietal Lobe Subregion Volume at Various Stages of Alzheimer's Disease and the Role in Cognitively Normal and Mild Cognitive Impairment Conversion,F. Lu; Q. Ma; C. Shi; W. Yue,Journal J Integr Neurosci;,adni_224
2025,Integrative network analysis reveals novel moderators of Aβ-Tau interaction in Alzheimer's disease,A. Kitani; Y. Matsui,Journal Alzheimers Res Ther;,adni_225
