paper_id,publication_id,title,pub_year,doi,author_source,author_list,n_authors
edshare_doi_10_1016_s0272_7757_97_00037_x,publication-ZLL3L65E,Does It Pay to Attend an Elite Private College? Evidence on the Effects of Undergraduate College Quality on Graduate School Attendance,1998,10.1016/s0272-7757(97)00037-x,listing,Eide ER|Brewer DJ|Ehrenberg RG,3
edshare_doi_10_1016_s0362_3319_02_00171_4,publication-XD2XV2TX,Employment Patterns of Hispanic High School Graduates Without College Experience,2002,10.1016/s0362-3319(02)00171-4,listing,Ganderton PT|Santos R|Seitz P,3
edshare_doi_10_1037_0022_3514_84_1_205,publication-67RIZZQQ,Stability of Self-esteem Across the Life Span,2003,10.1037/0022-3514.84.1.205,listing,Trzesniewski KH|Donnellan MB|Robins RW,3
edshare_doi_10_1037__0022_0663_77_6_716,publication-JL39SBN4,Are There Gender Differences in Reading Achievement? An Investigation Using the High School and Beyond Data,1985,10.1037//0022-0663.77.6.716,listing,Hogrebe MC|Nist SL|Newman I,3
edshare_doi_10_1037_met0000052,publication-YC7LWYBZ,Multilevel Structural Equation Models for Assessing Moderation Within and Across Levels of Analysis,2016,10.1037/met0000052,listing,Preacher KJ|Zhang Z|Zyphur MJ,3
edshare_doi_10_1080_00273171_2024_2307034,publication-C2VG96GX,Correcting for Sampling Error in between-Cluster Effects: An Empirical Bayes Cluster-Mean Approach with Finite Population Corrections,2024,10.1080/00273171.2024.2307034,listing,Lai MHC|Zhang Y|Ji F,3
edshare_doi_10_1080_19345747_2022_2144563,publication-I5PWVZ92,Overlap Violations in Clustered Observational Studies of Educational Interventions,2024,10.1080/19345747.2022.2144563,listing,Keele L|Lenard M|Page L,3
edshare_doi_10_1086_443466,publication-YVINT8VN,"Access to Higher Education: The Importance of Race, Sex, Social Class, and Academic Credentials",1979,10.1086/443466,listing,Thomas GE|Alexander KL|Eckland BK,3
edshare_doi_10_1086_443881,publication-U4FSGELK,Social Background and Academic Determinants of Two-Year versus Four-Year College Attendance: Evidence from Two Cohorts a Decade Apart,1987,10.1086/443881,listing,Alexander KL|Holupka S|Aaron MP,3
edshare_doi_10_1086_444059,publication-K3HY2C4C,Persistence to the Baccalaureate Degree for Students Who Transfer from Community College,1993,10.1086/444059,listing,Lee VE|Mackie-Lewis C|Marks HM,3
edshare_doi_10_1086_682355,publication-4CD257XQ,A Quality-Preserving Increase in Four-Year College Attendance,2015,10.1086/682355,listing,Archibald RB|Feldman DH|McHenry P,3
edshare_doi_10_1093_cep_20_2_160,publication-LSRS6IGJ,The Effects of Secondary School Quality on the Distribution of Earnings,2002,10.1093/cep/20.2.160,listing,Eide ER|Showalter MH|Sims DP,3
edshare_doi_10_1093_geront_gnaf038,publication-IZGL5JAZ,Building Survey Data Infrastructure on Aging: The Legacy of NIA,2025,10.1093/geront/gnaf038,listing,Agree EM|Sonnega A|Wolf DA,3
edshare_doi_10_1093_sf_74_2_609,publication-LNRDYCT3,"Attitudes, Values, and Entrance into Cohabitational Versus Marital Unions",1995,10.1093/sf/74.2.609,listing,Clarkberg M|Stolzenberg RM|Waite LJ,3
edshare_doi_10_1111_0161_4681_00121,publication-7NVQVIBG,"From High School to Teaching: Many Steps, Who Makes It?",2001,10.1111/0161-4681.00121,listing,Vegas E|Murnane RJ|Willett JB,3
edshare_doi_10_1111_insr_12378,publication-NMY3NV8I,Random Effects Misspecification Can Have Severe Consequences for Random Effects Inference in Linear Mixed Models,2021,10.1111/insr.12378,listing,Hui FKC|Müller S|Welsh AH,3
edshare_doi_10_1111_j_1549_0831_1995_tb00578_x,publication-QKSN5Z3G,"Social Capital, Place of Residence, and College Attendance",1995,10.1111/j.1549-0831.1995.tb00578.x,listing,Smith MH|Beaulieu LJ|Seraphine A,3
edshare_doi_10_1123_ssj_10_1_44,publication-7X4UXEDT,High School Athletic Participation and Postsecondary Educational and Occupational Mobility: A Focus on Race and Gender,1993,10.1123/ssj.10.1.44,listing,Sabo D|Melnick MJ|Vanfossen BE,3
edshare_doi_10_1146_annurev_economics_080511_110908,publication-JB8GERKM,"Heterogeneity in Human Capital Investments: High School Curriculum, College Major, and Careers",2012,10.1146/annurev-economics-080511-110908,listing,Altonji JG|Blom E|Meghir C,3
edshare_doi_10_1162_003465300558605,publication-QNQYJJ6H,Who Benefits from Obtaining a GED? Evidence from High School and Beyond,2000,10.1162/003465300558605,listing,Murnane RJ|Willett JB|Tyler JH,3
edshare_doi_10_1162_003465300558902,publication-93F5UDFF,The Effects of High School Athletic Participation on Education and Labor Market Outcomes,2000,10.1162/003465300558902,listing,Barron JM|Ewing BT|Waddell GR,3
edshare_doi_10_1162_edfp_a_00074,publication-G66AZ39C,Increasing Time to Baccalaureate Degree in the United States,2012,10.1162/edfp_a_00074,listing,Bound J|Lovenheim MF|Turner S,3
edshare_doi_10_1177_0002764212458282,publication-FCDXB6GH,Race and Gender Equity in Sports: Have White and African American Females Benefited Equally From Title IX?,2012,10.1177/0002764212458282,listing,Pickett MW|Dawkins MP|Braddock JH,3
edshare_doi_10_1177_0013161x88024002007,publication-UMCDQ8LZ,Teaching Career Paths and Teacher Education Reforms,1988,10.1177/0013161x88024002007,listing,McClure MW|Weidman JC|Sharp LM,3
edshare_doi_10_1177_003804070808100401,publication-I3KVMB5R,How Changes in Families and Schools Are Related to Trends in Black-White Test Scores,2008,10.1177/003804070808100401,listing,Berends M|Lucas SR|Peñaloza RV,3
edshare_doi_10_1177_019251393014002008,publication-293V539F,"Family, Work, and School Influences on the Decision to Enter the Military",1993,10.1177/019251393014002008,listing,Teachman JD|Call VRA|Segal MW,3
edshare_doi_10_1177_0730888494021001002,publication-H8QG4GTN,The Effect of Family on the Job Exits of Young Adults: A Competing Risk Model,1994,10.1177/0730888494021001002,listing,Koenigsberg J|Garet MS|Rosenbaum JE,3
edshare_doi_10_1177_0730888499026002004,publication-NDMJSURF,Young Adult Occupational Achievement. Early Expectations versus Behavioral Reality,1999,10.1177/0730888499026002004,listing,Rindfuss RR|Cooksey EC|Sutterlin RL,3
edshare_doi_10_1177_073428298600400107,publication-ZAAA78K5,Effects of Self-concept and Locus of Control on Academic Achievement: A Large-sample Path Analysis,1986,10.1177/073428298600400107,listing,Keith TZ|Pottebaum SM|Eberhart S,3
edshare_doi_10_1177_074193258500600405,publication-AG69B5Y3,Learning Disabled 10th Graders in Mainstreamed Settings: A Descriptive Analysis,1985,10.1177/074193258500600405,listing,Gregory JF|Shanahan T|Walberg HJ,3
edshare_doi_10_1177_101269029202700104,publication-SA4PQLHT,"Effects of Interscholastic Athletic Participation on the Social, Educational, and Career Mobility of Hispanic Girls and Boys",1992,10.1177/101269029202700104,listing,Melnick MJ|F. SD|Beth V,3
edshare_doi_10_1177_1941406411401808,publication-GADKJBTG,The Link between Educational Expectations and Effort in the College-for-all Era,2011,10.1177/1941406411401808,listing,Domina T|Conley A|Farkas G,3
edshare_doi_10_1177_2158244013503834,publication-HSW32P8W,"Understanding Why Students Drop Out of High School, According to Their Own Reports",2013,10.1177/2158244013503834,listing,Doll JJ|Eslami Z|Walters L,3
edshare_doi_10_1177_2332858416634686,publication-L7QQTV28,A Future for the National Education Longitudinal Program,2016,10.1177/2332858416634686,listing,Schneider B|Saw G|Broda M,3
edshare_doi_10_1177_23780231231225578,publication-FGTZWMGJ,Shifting Tides: The Evolution of Racial Inequality in Higher Education from the 1980s through the 2010s,2024,10.1177/23780231231225578,listing,Oh B|Tilbrook N|Shifrer D,3
edshare_doi_10_1207_s15327795jra0201_1,publication-V7E89MTD,"Family Background, School Type, and College Attendance: A Conjoint System of Cultural Capital Transmission",1992,10.1207/s15327795jra0201_1,listing,Persell CH|Catsambis S|Cookson JPW,3
edshare_doi_10_1257_app_2_3_129,publication-WPJW2YMJ,Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources,2010,10.1257/app.2.3.129,listing,Bound J|Lovenheim MF|Turner S,3
edshare_doi_10_1257_jep_23_4_119,publication-2PYC69PE,Playing the Admissions Game: Student Reactions to Increasing College Competition,2009,10.1257/jep.23.4.119,listing,Bound J|Hershbein B|Long BT,3
edshare_doi_10_1353_hsj_2013_0000,publication-G3M8EYVV,"Do We Know Who Will Drop Out? A Review of the Predictors of Dropping out of High School: Precision, Sensitivity, and Specificity",2012,10.1353/hsj.2013.0000,listing,Bowers AJ|Sprott R|Taff SA,3
edshare_doi_10_1353_rhe_1991_0019,publication-JIQ22UPL,The Effects of Student Financial Aid on Persistence: A Sequential Analysis,1991,10.1353/rhe.1991.0019,listing,St. John EP|Kirshstein RJ|Noell J,3
edshare_doi_10_1353_sof_2010_0017,publication-QGWE2W7D,Stymied Mobility or Temporary Lull? The Puzzle of Lagging Hispanic College Degree Attainment,2010,10.1353/sof.2010.0017,listing,Alon S|Domina T|Tienda M,3
edshare_doi_10_2307_146304,publication-QRK9TDU6,Does It Pay to Attend an Elite Private College? Cross-Cohort Evidence on the Effects of College Type on Earnings,1999,10.2307/146304,listing,Brewer DJ|Eide ER|Ehrenberg RG,3
edshare_doi_10_2307_1510399,publication-SSFQ6N37,A Profile of Learning Disabled Twelfth-Graders in Regular Classes,1986,10.2307/1510399,listing,Gregory JF|Shanahan T|Walberg HJ,3
edshare_doi_10_2307_1982017,publication-4YFGRRHK,"Higher Education, College Characteristics, and Student Experiences: Long-Term Effects on Educational Satisfactions and Perceptions",1992,10.2307/1982017,listing,Knox WE|Lindsay P|Kolb MN,3
edshare_doi_10_2307_2061259,publication-P26SHVDL,The Antecedents of Teenage Fatherhood,1989,10.2307/2061259,listing,Hanson SL|Morrison DR|Ginsburg AL,3
edshare_doi_10_2307_2061423,publication-D2BCTMG3,Legal Status and the Stability of Coresidential Unions,1991,10.2307/2061423,listing,Teachman JD|Thomas J|Paasch K,3
edshare_doi_10_2307_2061690,publication-P8WVPVNZ,Premarital Cohabitation and Subsequent Marital Dissolution: A Matter of Self-Selection?,1995,10.2307/2061690,listing,Lillard LA|Brien MJ|Waite LJ,3
edshare_doi_10_2307_2095414,publication-CRCB592R,Changes in the Employment Activities of New Parents,1985,10.2307/2095414,listing,Waite LJ|Haggstrom GW|Kanouse DE,3
edshare_doi_10_2307_2095508,publication-NEGVU6DL,The Consequences of Parenthood for the Marital Stability of Young Adults,1985,10.2307/2095508,listing,Waite LJ|Haggstrom GW|Kanouse DE,3
edshare_doi_10_2307_2095549,publication-YCVFCYL7,For Whom the School Bell Toll: The Impact of Dropping Out on Cognitive Performance,1985,10.2307/2095549,listing,Alexander KL|Natriello G|Pallas AM,3
edshare_doi_10_2307_2095835,publication-JA56TMTT,Disorder in the Life Course: How Common and Does It Matter?,1987,10.2307/2095835,listing,Rindfuss RR|Swicegood CG|Rosenfeld RA,3
edshare_doi_10_2307_2096347,publication-YFKNMSKL,Religious Participation in Early Adulthood: Age and Family Life Cycle Effects on Church Membership,1995,10.2307/2096347,listing,Stolzenberg RM|Blair-Loy M|Waite LJ,3
edshare_doi_10_2307_2109863,publication-343ZPTIZ,The Growing Importance of Cognitive Skills in Wage Determination,1995,10.2307/2109863,listing,Murnane RJ|Willett JB|Levy F,3
edshare_doi_10_2307_2112249,publication-UR4NR78B,Achievement Growth in Public and Catholic Schools,1985,10.2307/2112249,listing,Hoffer T|Greeley AM|Coleman JS,3
edshare_doi_10_2307_2112288,publication-BAGNKTCS,Cognitive Outcomes in Public and Private Schools,1982,10.2307/2112288,listing,Coleman J|Hoffer T|Kilgore S,3
edshare_doi_10_2307_2112296,publication-MGQAUXSS,Achievement and Segregation in Secondary Schools: A Further Look at Public and Private School Differences,1982,10.2307/2112296,listing,Coleman J|Hoffer T|Kilgore S,3
edshare_doi_10_2307_2112332,publication-T8UP3CTJ,Determinants of Early Labor Market Entry and Attainment: A Study of Labor Market Segmentation,1981,10.2307/2112332,listing,Griffin LJ|Kalleberg AL|Alexander KL,3
edshare_doi_10_2307_2112513,publication-JSEFX8NI,"""Some Plan to Become Teachers:"" Further Elaboration and Specification",1981,10.2307/2112513,listing,Falk WW|Falkowski C|Lyson TA,3
edshare_doi_10_2307_2112692,publication-4USDHGW8,One-Parent Households and Achievement: Economic and Behavioral Explanations of a Small Effect,1992,10.2307/2112692,listing,Mulkey LM|Crain RL|Harrington AJC,3
edshare_doi_10_2307_2112736,publication-ZE9Q3UAG,Efficiency and Equity Effects of Vocationally Focused Postsecondary Education,1993,10.2307/2112736,listing,Lewis DR|Hearn JC|Zilbert EE,3
edshare_doi_10_2307_2112743,publication-SZ6RK5EA,Individual and Organizational Predictors of High School Track Placement,1995,10.2307/2112743,listing,Jones JD|Vanfossen BE|Ensminger ME,3
edshare_doi_10_2307_2112757,publication-KFK8AAZA,Analyzing Distributions in School Effects Research: An Empirical Illustration,1993,10.2307/2112757,listing,Namboodiri K|Corwin RG|Dorsten LE,3
edshare_doi_10_2307_2112809,publication-CP46MT4E,Differential Asset Conversion: Class and Gendered Pathways to Selective Colleges,1992,10.2307/2112809,listing,Persell CH|Catsambis S|Cookson PW,3
edshare_doi_10_2307_2112851,publication-I3JB7PB4,The Effect of the Social Organization of Schools on Teachers' Efficacy and Satisfaction,1991,10.2307/2112851,listing,Lee VE|Dedrick RF|Smith JB,3
edshare_doi_10_2307_2135591,publication-S8TYII5P,Teenagers Willing to Consider Single Parenthood: Who is at Greatest Risk?,1988,10.2307/2135591,listing,Abrahamse AF|Morrison PA|Waite LJ,3
edshare_doi_10_2307_23470975,publication-S2X8N6GS,Gender and Realized Educational Expectations: The Roles of Social Origins and Significant Others,2013,10.2307/23470975,listing,Wells RS|Seifert TA|Saunders DB,3
edshare_doi_10_2307_2578910,publication-XJFVHBEW,Marital Timing: Race and Sex Comparisons,1987,10.2307/2578910,listing,Teachman JD|Polonko KA|Leigh GK,3
edshare_doi_10_2307_2578935,publication-XHBAHIWX,The Effects of Parenthood on the Career Orientation and Job Characteristics of Young Adults,1986,10.2307/2578935,listing,Waite LJ|Haggstrom G|Kanouse DE,3
edshare_doi_10_2307_2579926,publication-GD3X3K2C,Nonmarital Pregnancies and Marriage in the United States,1994,10.2307/2579926,listing,Parnell AM|Swicegood G|Stevens G,3
edshare_doi_10_2307_2648089,publication-WXWD2E82,"Interrelated Family-Building Behaviors: Cohabitation, Marriage, and Nonmarital Conception",1999,10.2307/2648089,listing,Brien MJ|Lillard LA|Waite LJ,3
edshare_doi_10_2307_2943795,publication-GJ5G9NP9,The First Year After College: Activities and Their Subsequent Effects,1995,10.2307/2943795,listing,Rindfuss RR|Kavee AL|Cooksey EC,3
edshare_doi_10_2307_352242,publication-I783MXVU,Accounting for the Educational Shortfalls of Mothers,1986,10.2307/352242,listing,Haggstrom GW|Kanouse DE|Morrison PA,3
edshare_doi_10_2307_352297,publication-PPW3NKVK,The Role of Responsibility and Knowledge in Reducing Teenage Out-of-Wedlock Childbearing,1987,10.2307/352297,listing,Hanson SL|Myers DE|Ginsburg AL,3
edshare_doi_10_2307_353419,publication-ZKY2W4WC,A Model for the Analysis of Paired Data,1995,10.2307/353419,listing,Teachman JD|Carver K|Day R,3
edshare_doi_10_2307_353734,publication-4PF3TDVS,The Importance of Child-Care Characteristics to Choice of Care,1996,10.2307/353734,listing,Johansen AS|Leibowitz A|Waite LJ,3
edshare_doi_10_3102_0013189x006011003,publication-IQU3LUXK,Access to Higher Education: Results from the National Longitudinal Study of the High School Class of 1972,1977,10.3102/0013189x006011003,listing,Peng SS|Bailey JP|Ekland BK,3
edshare_doi_10_3102_0013189x13481382,publication-BH8LA6T4,Is the Sky Falling? Grade Inflation and the Signaling Power of Grades,2013,10.3102/0013189x13481382,listing,Pattison E|Grodsky E|Muller C,3
edshare_doi_10_3102_01623737012002109,publication-5BIHCYD6,"School Size and Program Comprehensiveness: Evidence from ""High School and Beyond""",1990,10.3102/01623737012002109,listing,Haller EJ|Monk DH|Bear AS,3
edshare_doi_10_3102_01623737015002153,publication-49HBVXME,Teachers and Principals: Gender-Related Perceptions of Leadership and Power in Secondary Schools,1993,10.3102/01623737015002153,listing,Lee VE|Smith JB|Cioci M,3
edshare_doi_10_3368_jhr_xl_4_791,publication-3F4GEUG2,An Evaluation of Instrumental Variable Strategies for Estimating the Effects of Catholic Schooling,2005,10.3368/jhr.xl.4.791,listing,Altonji JG|Elder TE|Taber CR,3
edshare_publication-24H2G62T,publication-24H2G62T,An Analysis of Course-taking Patterns in Secondary Schools as Related to Student Characteristics (NCES 85-206),1985,NA,listing,West J|Miller W|Diodato L,3
edshare_publication-27DA867Q,publication-27DA867Q,Understanding Racial-Ethnic Differences in Secondary School Science and Mathematics Achievement,1995,NA,listing,Peng SS|Wright D|Hill ST,3
edshare_publication-2CZL2VQ7,publication-2CZL2VQ7,High School and Beyond (HS&B) Longitudinal Study,2011,NA,listing,Burns SK|Wang X|Henning A,3
edshare_publication-2L87YT92,publication-2L87YT92,"A Capsule Description of First Followup Survey Data, National Longitudinal Study of the High School Class of 1972 (NCES 76-216)",1976,NA,listing,Dunteman GH|Peng SS|Research Triangle Institute,3
edshare_publication-2PAK3243,publication-2PAK3243,"Cashier or Consultant? Entry Labor Market Conditions, Field of Study, and Career Success",2014,NA,listing,Altonji JG|Kahn LB|Speer JD,3
edshare_publication-2PLJSVYW,publication-2PLJSVYW,Catholic Schools and the Common Good,1993,NA,listing,Bryk AS|Lee VE|Holland PB,3
edshare_publication-38KHSNU5,publication-38KHSNU5,"Late High School Dropouts: Characteristics, Experiences, and Changes Across Cohorts (NCES 2009-307)",2009,NA,listing,Dalton B|Glennie E|Ingels SJ,3
edshare_publication-3PQ6BD8R,publication-3PQ6BD8R,"After High School, Then What? A Look at the Postsecondary Sorting-Out Process for American Youth",1991,NA,listing,Haggstron G|Blashke TJ|Shavelson RJ,3
