paper_id,pmid,title,authors,pub_year,published,journal,doi,external_url,source_page
abcd_41920306,41920306,Predicting mental health trajectories after potentially traumatic events: a machine learning approach.,Tutus D; Nayyar T; Fegert JM; Haag AC,2026,2026/04/01,European child & adolescent psychiatry,10.1007/s00787-026-03022-6,,1
abcd_42012830,42012830,"Bullying, State Policy, and Mental Health Symptoms in Gender-Diverse Youths.",Hughes DE; Zapetis SL; Mordy A; Lopez D; Calderon V; Adery L; Martino R; Chang SE; Uddin LQ; Cardenas-Iniguez C; Lebeau RT; Ramos N; Ng LC; Karlsgodt KH; Bearden CE,2026,2026/04/01,JAMA network open,10.1001/jamanetworkopen.2026.8104,,1
abcd_42035358,42035358,Prevalence and Incidence of Abdominal Obesity and Cardiometabolic Risk in Early Adolescence.,De Moraes ACF; Oliveira TA; Virostko J; Nascimento-Ferreira MV; Hunt ET,2026,2026/04/01,"Journal of clinical hypertension (Greenwich, Conn.)",10.1111/jch.70254,,1
abcd_41947378,41947378,Associations of Low-Level Prenatal Alcohol and Cannabis Exposure With Adolescent Cognitive Trajectories.,Paige KJ; Ramer NE; Devine EK; Kardan O; Mewton L; Squeglia LM; Heitzeg MM; Weigard AS,2026,2026/04/01,"Alcohol, clinical & experimental research",10.1111/acer.70297,,1
abcd_41955291,41955291,Individual differences in adolescent cortical development are associated with neighborhood characteristics: Longitudinal findings from the ABCD study.,Carrick C; Rakesh D; Michel L; Bates K; Fuhrmann D,2026,2026/04/01,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhag034,,1
abcd_41917987,41917987,Gender differences in a causal model of risk factors underlying early alcohol sipping.,Maxwell A; Cullen K; Kummerfeld E; Sinha R; Zilverstand A,2026,2026/03/31,Child and adolescent psychiatry and mental health,10.1186/s13034-026-01077-6,,1
abcd_recreational_activities_and_youth_outcomes_an_explainable_machine_learning_study,,Recreational Activities and Youth Outcomes: An Explainable Machine Learning Study,Zhao Y; Han X; Feldstein Ewing SW; Tapert SF; & Paulus MP,2026,2026/03/31,JAACAP Open,,https://www.sciencedirect.com/science/article/pii/S2949732926000360,1
abcd_41916773,41916773,Associations of Screen Time and Physical Activity With Body Mass Index in Early Adolescence: A Prospective Cohort Study.,Nagata JM; Frimpong I; Nguyen ND; Heuer A; Helmer CK; Al-Shoaibi AA; Ganson KT; Testa A; Dooley EE; Gabriel KP; Baker FC; Gooding HC,2026,2026/03/31,"Obesity (Silver Spring, Md.)",10.1002/oby.70181,,1
abcd_41916186,41916186,The association between screen time and cognitive function in children: The partially mediating role of putamen volume.,Shou Q; Yamashita M; Mizuno Y,2026,2026/03/30,Acta psychologica,10.1016/j.actpsy.2026.106742,,1
abcd_cardiovascular_health_of_us_early_adolescents_assessed_by_the_life_s_essential_8,,Cardiovascular health of US early adolescents assessed by the Life’s Essential 8 metric,Nagata JM; Helmer CK; Frimpong I; Heuer A; Beltran Murillo K; Nguyen ND; Huang O; Al-shoaibi AA; Pettee Gabriel K; Dooley E; Baker FC; & Gooding HC,2026,2026/03/28,AJPM Focus,,https://www.sciencedirect.com/science/article/pii/S2773065426000234,1
abcd_41891324,41891324,Neural Sensitivity to Social Media Use: Implications for Sleep Duration in Adolescents.,Kiss O; Zhang L; Chaarani B; Müller-Oehring EM; Baker FC,2026,2026/03/27,Journal of sleep research,10.1111/jsr.70325,,2
abcd_41893735,41893735,Early Childhood Stress Linked to Later Digestive Disorders.,Anderer S,2026,2026/03/27,JAMA,10.1001/jama.2026.1025,,2
abcd_41905476,41905476,The roles of delayed cortical maturation and lower anticipatory reward activation in predicting addictive screen use in youth.,Paige KJ; Angstadt M; Martz ME; Hyde LW; Heitzeg MM; Sripada C; Kardan O,2026,2026/03/27,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2026.03.012,,2
abcd_41896702,41896702,The Relationship Between Inhibitory Control of Attention and fMRI Functional Connectivity in Children With and Without ADHD.,Harkness K; Wilms M; Godfrey KJ; Bray S; Murias K,2026,2026/03/27,Journal of attention disorders,10.1177/10870547261419585,,2
abcd_41905477,41905477,Regional brain age deviations reveal divergent developmental pathways in youth.,Gagnon A; Brunet MA; Descoteaux M; Takser L,2026,2026/03/27,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2026.03.010,,2
abcd_42211831,42211831,Bayesian Image Mediation Analysis.,Xu Y; Johnson TD; Heitzeg M; Kang J,2026,2026/03/27,Journal of the American Statistical Association,10.1080/01621459.2026.2613465,,2
abcd_41883200,41883200,The Relationship Between ADHD Symptom Severity and Sleep Disturbance Using Accelerometer and the Subjective Sleep Disturbance Scale.,Patel B; Tyrka A; Lewis-de Los Angeles W,2026,2026/03/26,Journal of attention disorders,10.1177/10870547261421667,,2
abcd_41887188,41887188,Impact of Pubertal Progression on Physical Activity and Sedentary Time in Adolescent Girls.,Logan NE; Gaudreau J; Lewis-de Los Angeles WW,2026,2026/03/26,Pediatric exercise science,10.1123/pes.2025-0075,,2
abcd_41895140,41895140,Cannabis legalization and early adolescent expectancies: Findings from the adolescent brain cognitive development study.,Ricklefs C; Santos GM; Brindis CD; Baker FC; Nagata JM,2026,2026/03/24,Drug and alcohol dependence,10.1016/j.drugalcdep.2026.113138,,2
abcd_41876706,41876706,Neuroanatomy reflects individual variability in impulsivity in youth.,Dhamala E; Christensen E; Hanson JL; Ricard JA; Arcaro N; Bhola S; Wiersch L; Brosch K; Yeo BTT; Holmes AJ; Yip SW,2026,2026/03/24,Molecular psychiatry,10.1038/s41380-026-03526-2,,2
abcd_41866044,41866044,Childhood Risk Factors for Preadolescent Suicidal Ideation.,Duan X; Tao Y; Zhao S; Yu X; Wang J; Huang Y,2026,2026/03/23,Pediatrics,10.1542/peds.2025-071631,,2
abcd_41870441,41870441,Sleep Health Dimensions From Wearables and Transdiagnostic Mental Health in Young Adolescents.,Cooper RE; Baker AE; Quick AD; Yu L; Gonzalez R; Clark DB; McMakin DL; Soehner AM; Jalbrzikowski M; Wallace ML,2026,2026/03/23,JAMA pediatrics,10.1001/jamapediatrics.2026.0335,,2
abcd_41860959,41860959,Task-evoked functional connectivity exhibits novel and strengthened relationships with executive function relative to the resting state.,Mitchell ME; Feczko E; Fair DA; Cohen JR,2026,2026/03/20,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2516929123,,2
abcd_41878728,41878728,A general framework for investigating neurodevelopment of brain functional networks using multisite and longitudinal neuroimaging.,Lukemire J; Wang Y; Guo Y,2026,2026/03/20,The annals of applied statistics,10.1214/25-aoas2133,,2
abcd_41908966,41908966,Associations of adolescent social media use trajectories with spatial and verbal memory: a prospective cohort study.,Nagata JM; Wong JH; Kim KE; Nayak S; Li EJ; Richardson RA; Rauschecker AM; Sugrue L; Ganson KT; Piatkowski T; He J; Testa A,2026,2026/03/20,Lancet regional health. Americas,10.1016/j.lana.2026.101454,,2
abcd_41909720,41909720,How Soon Is Now?,Arjmand S; Sellgren CM,2026,2026/03/19,Biological psychiatry global open science,10.1016/j.bpsgos.2026.100708,,2
abcd_41844947,41844947,Youth Irritability as Consequence and Predictor of Family Conflict From Late Childhood to Early Adolescence.,Black SR; Aaron L,2026,2026/03/18,Child psychiatry and human development,10.1007/s10578-026-01968-x,,2
abcd_41848081,41848081,Measurement invariance in the Youth Electronic Cigarette Outcome Expectancies Questionnaire across sex and race/ethnicity in pre- to early adolescence.,Powell MZ; Latendresse SJ; Kennelly N; Chung T; Sartor CE,2026,2026/03/18,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,10.1093/ntr/ntag056,,2
abcd_41833964,41833964,Mild Traumatic Brain Injury and Psychiatric Disorders in Year 1 of the Adolescent Brain Cognitive Development (ABCD) Study.,Troyer EA; Meng W; Cheng M; Delfel EL; Vaida F; Yang X; Jacobus J; Dennis EL; Wilde EA; Abildskov T; Hesselink JR; Bigler ED; Max JE,2026,2026/03/16,The Journal of neuropsychiatry and clinical neurosciences,10.1176/appi.neuropsych.20250090,,2
abcd_41850537,41850537,Enteric and Sympathetic Nervous System Pathways Mediate Early Life Stress Effects on Gut Motility and Pain: Mechanistic Findings with Human Correlation.,Najjar SA; Kildegaard H; Talati A; Goncalves PD; Del Colle A; Huang Z; Tong Y; Juarez D; Shah R; Barati E; Woo T; Medina M; Israelyan N; Bernard M; Tonea R; Ovchinsky M; Pesner N; Ringel R; Valdetaro L; Bliddal M; Ernst MT; Gershon MD; Hung LY; Margolis KG,2026,2026/03/16,Gastroenterology,10.1053/j.gastro.2026.02.030,,2
abcd_41919052,41919052,Preliminary associations between pet ownership and mental health in youth with diabetes.,Mills NR; King EK; Mueller MK,2026,2026/03/16,Frontiers in clinical diabetes and healthcare,10.3389/fcdhc.2026.1760110,,2
abcd_42109921,42109921,Characterizing Resting-State Frontoparietal-Amygdala Network Connectivity as a Potential Moderator of the Developmental Link Between Executive Functioning and Internalizing Symptoms: A Group Iterative Multiple Model Estimation-Based Approach.,Hardi FA; Gunther KE; Keding TJ; Petrie DJ; Pérez-Edgar K; Geier CF; Gee DG,2026,2026/03/16,Biological psychiatry global open science,10.1016/j.bpsgos.2026.100724,,2
abcd_41907164,41907164,Perceived risk of substance use and associations with early experimentation: A latent profile analysis using ABCD study data.,Fernandez A; Barch DM; Johnson ME; Garavan H; Potter AS; Dube SL; Allgaier N; Hunt ET; Cano MÁ; Gonzalez SE,2026,2026/03/14,Drug and alcohol dependence reports,10.1016/j.dadr.2026.100429,,2
abcd_41826372,41826372,Neuronal and glial networks interact with traumatic brain injury to modulate cognition in ABCD study.,Cheng M; Mao M; Meng W; Jacobus J; Troyer EA; Delfel EL; Dennis EL; Wilde EA; Abildskov T; de Souza NL; Vaida F; Max JE; Yang X,2026,2026/03/13,NPJ systems biology and applications,10.1038/s41540-026-00681-8,,2
abcd_41823283,41823283,Concurrent Validity of the CBCL DSM-Oriented Scales: Evidence from the ABCD Study.,Chromik LC; Friedman LM,2026,2026/03/13,Clinical child psychology and psychiatry,10.1177/13591045261431338,,2
abcd_41833745,41833745,Genetic susceptibility to schizophrenia and the onset of brain developmental change in adolescence.,Xu B; Dijkzeul A; Zhang Y; Schuurmans IK; Cecil CAM; Lee PH; Muetzel RL; Tiemeier H,2026,2026/03/13,Biological psychiatry,10.1016/j.biopsych.2026.03.989,,2
abcd_41831537,41831537,Potentially traumatic events and substance use do not predict changes in resting state functional connectivity in early adolescence.,Patel H; Aks IR; Ralston FA; Kemp EC; Iii WEP; Tapert SF,2026,2026/03/12,NeuroImage,10.1016/j.neuroimage.2026.121858,,2
abcd_41831540,41831540,Social Media Use and Early Adolescent Brain Structure: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.,Nagata JM; Bao K; Murray SB; Nedelec P; Richardson RA; Nayak S; Li EJ; Wong JH; Muller-Oehring EM; Scheffler A; Baker FC; Rauschecker AM; Sugrue LP,2026,2026/03/12,NeuroImage,10.1016/j.neuroimage.2026.121860,,2
abcd_41831663,41831663,Adolescent pain reports share genetic overlap with adult chronic pain conditions: A polygenic score analysis using the ABCD study.,Rader L; Zorina-Lichtenwalter K; Gustavson DE; Wager TD; Friedman NP,2026,2026/03/12,The journal of pain,10.1016/j.jpain.2026.106260,,2
abcd_41820538,41820538,Comprehensive large-scale analyses reveal association between brain structure and cognitive ability during adolescence.,Yan J; Iturria-Medina Y; Bezgin G; Toussaint PJ; Xie K; He L; Chen J; Hilger K; Genç E; Evans AC; Karama S,2026,2026/03/12,Communications biology,10.1038/s42003-026-09831-4,,2
abcd_41839181,41839181,Neighborhood Social Determinants of Health Patterns and Youth Sports Participation: Evidence from the ABCD Study.,Shih CH; Hayes A; Broadnax M; Varangis E,2026,2026/03/12,Medicine and science in sports and exercise,10.1249/MSS.0000000000003980,,2
abcd_41813968,41813968,BrainParc: unified lifespan brain parcellation from structural magnetic resonance images.,Liu J; Liu F; Sun K; Cui Z; Sun T; Cao Z; Huang J; Bai S; Wang Y; Dou Y; Zhang K; Jiang C; Ge Y; Zhang H; Shi F; Shen D,2026,2026/03/11,Nature computational science,10.1038/s43588-026-00963-5,,2
abcd_41804252,41804252,The impact of social determinants of health and trajectories of medication use on functional outcomes in children with ADHD: study protocol.,Fletcher M; Pan W; Dew R; Duquette PJ; Reuter-Rice K,2026,2026/03/10,BJPsych open,10.1192/bjo.2026.10994,,2
abcd_genetic_liability_to_inflammation_affects_adolescent_cortical_thinning_and_psych,,Genetic liability to inflammation affects adolescent cortical thinning and psychopathology risk,Keywords,2026,2026/03/09,Nature Mental Health,,https://www.nature.com/articles/s44220-026-00606-8,2
abcd_41794771,41794771,Neuroimaging subtypes of adolescent sleep insufficiency stratify natural short sleepers from comorbidity or environment driven insufficiency.,Chen Y; Li M; Zhao Z; Xu X; Huang Y; Chen R; Zhao R; Wang G; Jiang F; Wu D,2026,2026/03/07,Nature communications,10.1038/s41467-026-70135-6,,2
abcd_41868837,41868837,ADHD and gaming addiction in adolescents: psychosocial mediators in the adolescent brain cognitive development study.,Lopez DA; Lopez-Flores A; Shao S; Nagel BJ,2026,2026/03/06,Frontiers in psychiatry,10.3389/fpsyt.2026.1756782,,2
abcd_41799272,41799272,Propensity score modeling of adolescent e-cigarette use and cognitive performance: One-year follow-up study.,Dai HD; Puga TB; Zhang J; Benowitz NL,2026,2026/03/05,Tobacco induced diseases,10.18332/tid/216705,,2
abcd_41776831,41776831,Prevalence and Correlates of Emotion Dysregulation in Children: Results from the ABCD Study.,Koleilat R; Sabalbal A; Baroud E; Shamseddeen W,2026,2026/03/03,Journal of child and adolescent psychopharmacology,10.1177/10445463251415488,,2
abcd_41772320,41772320,"Household Adversity, Day to Day Experiences, and Birth/Pregnancy Complications are Associated with Delay Discounting: Findings from the Adolescent Brain Cognitive Development Study.",Hung IT; Thomas NS; Gelino B; Strickland JC; Barzilay R; Moore TM; Visoki E; Maher B; Felton JW; Rabinowitz JA,2026,2026/03/02,Research on child and adolescent psychopathology,10.1007/s10802-026-01437-y,,2
abcd_41805960,41805960,"Sleep Matters, at All Ages, Following Traumatic Brain Injury.",Wickwire EM,2026,2026/03/02,JAMA network open,10.1001/jamanetworkopen.2026.0217,,2
abcd_41805957,41805957,"Sleep Disturbances and Cognition, Behavior, and Brain Structure in Children With mTBI.",Betz AK; MacLaren HSR; Villagran Asiares AG; Schuhmacher LS; Koerte IK,2026,2026/03/02,JAMA network open,10.1001/jamanetworkopen.2026.0229,,2
abcd_influence_of_religious_affiliation_and_political_news_on_parental_vaccination_in,,Influence of religious affiliation and political news on parental vaccination intent during COVID-19 pandemic,Stevens J; Strong K; Madsen E; Glenn J; & Nelson EJ,2026,2026/03/01,Vaccine: X,,https://www.sciencedirect.com/science/article/pii/S2590136226000045,2
abcd_41795846,41795846,"Prenatal alcohol exposure, birthweight, and externalizing behavior in children: Insights from sex-stratified four-way decomposition.",Shchetinina A; Haneuse S; Chambers C; Tiemeier H; Slopen N,2026,2026/03/01,"Alcohol, clinical & experimental research",10.1111/acer.70266,,2
abcd_41879049,41879049,Parsing Heterogeneity: Sex Differences in Youth Antisocial Behavior.,Irvin-Vitela MA; Marsee MA; Neal TMS,2026,2026/03/01,Aggressive behavior,10.1002/ab.70065,,2
abcd_41763975,41763975,From patterns to pathways in bedtime screen use and adolescent sleep.,Nagata JM; Low P; Ramappa S; Baker FC,2026,2026/02/27,Sleep health,10.1016/j.sleh.2026.02.002,,2
abcd_41836651,41836651,Neurobehavioral correlates of inhibitory control in youth at-risk for early low-level alcohol use initiation: neuroimaging findings from the ABCD study.,Adams F; Ceceli AO; Peri S; Ivanov I; Parvaz MA,2026,2026/02/27,Frontiers in psychiatry,10.3389/fpsyt.2026.1734436,,2
abcd_41762048,41762048,Integrating Multimodal Neuroimaging and Physical-Health Markers for Autism Spectrum Disorder in the ABCD Study.,Zeevi D; Acosta-Rodriguez H; Bobba P; Stephan A; Lin H; Malhotra A; Payabvash S,2026,2026/02/26,Journal of integrative neuroscience,10.31083/JIN48212,,2
